transformer_id,region_id,capacity_kva,installation_date,last_maintenance_date,failure_count,health_score
503977,101,1000,2023-09-11,2025-09-30,1,94.37
503978,104,160,2010-01-09,2025-05-25,3,84.42
503979,105,1000,2008-04-29,2025-12-09,4,51.21
503980,110,1000,2007-05-13,2025-04-17,2,82.16
503981,101,63,2010-11-14,2025-05-24,3,62.6
503982,104,1000,2019-10-03,2025-01-10,2,77.94
503983,122,160,2013-06-01,2026-02-14,2,78.83
503984,103,250,2020-02-11,2026-02-13,1,87.71
503985,122,25,2010-11-20,2026-02-26,2,70.49
503986,115,1000,2014-12-21,2025-04-11,1,86.79
503987,122,25,2015-11-19,2026-02-26,5,43.49
503988,103,250,2019-12-13,2025-05-16,3,78.22
503989,114,25,2013-01-06,2024-11-02,2,86.7
503990,123,1000,2013-09-28,2026-03-24,1,94.41
503991,120,25,2014-10-19,2026-01-31,1,91.32
503992,101,100,2020-08-27,2026-02-16,2,83.91
503993,116,25,2013-08-03,2025-05-10,3,84.85
503994,104,160,2013-10-27,2025-03-08,1,89.32
503995,116,500,2021-01-12,2025-08-25,0,100.0
503996,125,500,2006-07-02,2024-06-13,4,70.67
503997,110,250,2025-01-13,2025-10-15,2,81.61
503998,116,250,2016-05-09,2025-03-11,0,100.0
503999,112,250,2012-11-15,2025-05-19,1,94.99
504000,124,160,2008-07-05,2025-04-19,3,77.2
504001,107,100,2015-09-25,2024-12-20,1,94.44
504002,123,25,2009-09-27,2025-10-13,5,40.41
504003,107,100,2017-07-19,2025-03-20,1,93.93
504004,110,63,2024-05-11,2026-03-04,2,87.13
504005,120,160,2007-05-09,2026-01-15,4,70.96
504006,119,500,2017-03-18,2024-08-24,4,78.12
504007,125,100,2007-07-02,2026-04-10,5,42.68
504008,123,160,2007-04-02,2026-04-23,2,87.17
504009,125,25,2023-09-13,2025-09-17,0,100.0
504010,118,500,2015-01-30,2025-12-21,1,86.43
504011,116,25,2009-06-05,2024-12-18,1,93.27
504012,122,250,2015-03-12,2025-07-01,1,93.83
504013,120,63,2023-11-24,2025-09-08,1,94.68
504014,125,25,2022-09-26,2025-01-29,0,100.0
504015,103,160,2009-01-16,2026-01-19,3,59.49
504016,109,100,2007-02-18,2024-09-07,2,77.13
504017,102,63,2019-09-08,2024-08-16,2,82.63
504018,102,500,2019-03-23,2026-02-23,1,91.7
504019,122,63,2023-12-27,2025-05-23,2,73.17
504020,121,100,2021-08-15,2025-07-27,1,86.12
504021,123,1000,2019-10-22,2025-09-13,0,100.0
504022,110,160,2019-04-05,2025-07-17,3,69.88
504023,107,63,2011-01-04,2024-06-12,0,100.0
504024,121,160,2021-05-07,2025-09-16,2,71.7
504025,113,250,2015-12-16,2024-11-14,2,77.96
504026,101,250,2021-03-12,2025-08-28,6,42.19
504027,124,500,2018-08-28,2026-05-31,1,92.84
504028,118,160,2007-07-12,2025-06-24,0,100.0
504029,123,250,2015-04-26,2024-07-11,1,92.73
504030,104,160,2010-11-24,2025-05-25,2,76.73
504031,114,25,2020-05-19,2025-07-11,2,78.25
504032,105,1000,2013-11-15,2024-08-24,4,64.98
504033,117,25,2009-08-28,2026-06-04,4,55.09
504034,104,1000,2013-05-24,2025-07-25,1,85.17
504035,107,1000,2023-03-29,2026-01-06,2,83.3
504036,104,500,2010-05-25,2024-12-31,1,92.02
504037,109,63,2015-11-23,2025-05-13,3,66.2
504038,113,25,2015-02-21,2026-05-25,4,62.87
504039,124,63,2020-04-18,2024-12-06,4,48.73
504040,113,100,2018-06-14,2025-10-12,1,92.0
504041,107,100,2019-01-29,2026-06-08,2,76.03
504042,124,1000,2009-08-20,2025-10-15,3,63.82
504043,123,63,2025-01-31,2025-08-17,1,89.03
504044,107,500,2007-11-20,2025-12-10,2,74.85
504045,112,100,2014-10-03,2025-06-07,1,89.31
504046,103,1000,2007-01-03,2025-05-26,2,83.75
504047,119,1000,2017-05-17,2025-02-04,3,55.45
504048,123,160,2013-12-11,2025-04-23,1,87.33
504049,109,25,2010-09-03,2025-02-13,3,76.04
504050,106,63,2025-05-11,2024-09-09,3,72.63
504051,102,250,2009-06-14,2025-04-09,3,60.14
504052,115,250,2011-03-07,2025-01-20,3,84.77
504053,121,160,2018-10-30,2024-07-15,3,80.96
504054,109,250,2012-07-30,2024-07-22,1,89.01
504055,117,250,2023-12-07,2026-02-02,0,100.0
504056,105,63,2022-10-29,2025-02-23,2,79.17
504057,125,250,2020-04-20,2025-03-27,3,66.59
504058,121,100,2020-11-26,2026-04-18,1,94.78
504059,115,500,2006-12-10,2025-08-28,0,100.0
504060,105,1000,2009-02-09,2025-04-11,2,82.01
504061,112,25,2012-01-05,2026-05-15,1,86.64
504062,110,1000,2020-08-04,2024-12-26,1,93.93
504063,113,1000,2007-03-03,2024-08-29,2,70.06
504064,124,250,2015-05-24,2025-12-13,0,100.0
504065,112,1000,2008-06-25,2024-12-03,3,67.27
504066,114,63,2020-08-15,2025-02-21,4,42.26
504067,124,1000,2023-05-25,2025-05-29,1,89.65
504068,115,160,2020-07-09,2026-03-05,4,46.32
504069,105,160,2010-09-15,2026-02-09,0,100.0
504070,111,160,2022-05-09,2026-05-01,4,56.08
504071,110,250,2009-11-01,2024-11-21,3,56.97
504072,115,100,2019-08-09,2026-02-03,2,80.87
504073,119,63,2017-01-16,2025-03-18,3,73.8
504074,115,25,2021-05-07,2026-05-18,2,71.27
504075,118,63,2019-10-25,2025-12-31,5,37.84
504076,122,63,2021-12-27,2025-12-06,1,85.06
504077,123,100,2017-06-11,2025-10-14,7,22.53
504078,104,1000,2023-11-09,2025-04-06,3,57.49
504079,122,1000,2018-12-19,2024-06-27,1,90.16
504080,109,250,2007-10-23,2024-08-24,0,100.0
504081,118,160,2008-11-18,2025-05-04,1,88.51
504082,102,160,2020-05-17,2025-08-26,2,88.22
504083,115,100,2011-11-25,2024-10-05,2,73.79
504084,113,1000,2016-07-18,2025-06-12,4,66.44
504085,123,100,2018-11-11,2025-09-05,2,87.05
504086,117,1000,2013-11-16,2025-05-15,1,94.33
504087,106,63,2017-04-24,2024-11-22,0,100.0
504088,101,25,2014-04-22,2025-02-04,5,57.6
504089,107,100,2012-10-06,2024-09-20,3,56.51
504090,120,63,2012-08-22,2026-01-13,1,93.5
504091,112,250,2010-12-11,2025-10-13,1,94.9
504092,113,500,2008-02-27,2026-02-09,5,64.52
504093,113,500,2021-08-23,2025-06-01,4,79.26
504094,106,1000,2021-01-30,2025-01-09,3,56.18
504095,111,250,2020-01-29,2025-01-06,3,56.93
504096,118,1000,2021-09-26,2025-09-23,5,40.39
504097,108,100,2006-09-21,2025-12-18,5,27.59
504098,121,100,2019-05-13,2026-03-15,3,70.66
504099,115,500,2019-03-20,2026-05-23,3,69.54
504100,114,250,2011-07-11,2025-08-29,2,78.49
504101,101,160,2008-11-20,2024-11-09,6,66.92
504102,106,63,2014-06-02,2026-03-30,2,71.63
504103,111,25,2022-08-26,2026-05-06,0,100.0
504104,116,25,2023-04-26,2026-04-02,2,87.19
504105,109,500,2013-09-08,2026-05-12,1,86.54
504106,119,100,2025-03-07,2025-12-02,2,74.86
504107,125,250,2021-09-08,2026-02-23,2,75.85
504108,113,160,2018-02-22,2024-07-26,5,40.31
504109,120,63,2021-05-11,2024-09-16,4,64.84
504110,108,25,2016-03-30,2026-05-25,2,75.98
504111,123,1000,2014-12-20,2026-04-05,2,73.0
504112,104,250,2020-11-28,2025-01-09,2,70.7
504113,124,250,2024-03-01,2024-07-31,1,92.55
504114,120,160,2012-06-30,2024-10-02,6,41.74
504115,111,25,2018-03-07,2024-06-24,6,19.53
504116,116,100,2017-12-06,2025-10-02,3,74.34
504117,101,25,2024-11-10,2024-07-27,2,72.17
504118,115,25,2008-01-03,2025-10-21,3,64.05
504119,116,1000,2007-12-06,2025-12-06,2,74.22
504120,113,500,2008-05-04,2024-09-26,4,45.34
504121,121,63,2009-11-05,2026-04-26,1,94.27
504122,116,160,2020-09-24,2026-01-25,1,85.75
504123,117,500,2013-01-16,2024-07-28,1,85.63
504124,113,63,2018-03-28,2026-05-29,1,90.86
504125,115,100,2008-09-22,2024-09-17,3,71.42
504126,103,100,2022-10-23,2025-07-05,1,94.74
504127,104,63,2014-06-12,2024-06-16,2,89.32
504128,125,63,2023-05-12,2024-10-04,7,0.0
504129,122,250,2024-06-23,2025-10-25,2,89.76
504130,124,100,2017-04-17,2024-08-10,4,59.0
504131,101,100,2017-02-18,2026-01-11,3,68.15
504132,110,63,2019-12-13,2025-06-26,1,94.48
504133,108,250,2007-06-23,2025-01-01,3,57.02
504134,110,160,2021-12-27,2024-10-13,4,59.48
504135,111,25,2006-06-18,2025-11-05,1,88.1
504136,121,500,2021-09-02,2025-04-29,1,85.02
504137,115,500,2007-01-13,2026-04-14,2,74.41
504138,124,160,2010-11-27,2025-02-07,3,69.01
504139,117,63,2013-04-01,2024-10-26,1,92.37
504140,109,1000,2021-01-05,2025-06-02,1,86.26
504141,121,1000,2009-07-08,2025-08-23,1,87.37
504142,122,1000,2014-03-13,2024-07-05,1,88.0
504143,121,63,2024-11-28,2024-09-17,1,94.68
504144,104,100,2007-08-22,2026-03-03,1,85.12
504145,113,1000,2009-05-05,2025-02-20,2,87.13
504146,120,1000,2012-08-07,2025-05-30,3,82.93
504147,123,63,2020-03-12,2025-04-29,0,100.0
504148,107,160,2006-10-17,2025-11-21,4,56.37
504149,111,500,2016-03-20,2025-12-06,3,55.09
504150,102,160,2021-06-12,2026-03-13,3,65.51
504151,124,63,2023-11-23,2024-12-09,4,57.29
504152,124,25,2016-03-11,2025-02-07,2,81.43
504153,125,160,2022-03-27,2025-03-17,1,85.57
504154,117,160,2022-06-24,2026-01-06,1,88.63
504155,109,160,2023-01-15,2024-09-27,4,70.15
504156,109,500,2012-03-24,2026-03-17,1,94.34
504157,120,500,2015-07-18,2025-11-27,1,90.54
504158,122,250,2017-03-02,2025-09-30,4,71.45
504159,125,100,2024-07-25,2025-01-02,5,58.82
504160,119,100,2009-05-22,2024-12-04,5,30.06
504161,118,63,2007-09-22,2024-09-23,4,42.89
504162,118,500,2017-12-30,2024-08-31,0,100.0
504163,112,500,2021-07-10,2026-03-08,3,82.98
504164,124,500,2024-08-21,2024-07-12,3,65.88
504165,114,500,2023-09-29,2025-05-02,3,67.66
504166,115,100,2014-07-29,2025-06-11,5,57.73
504167,109,160,2017-11-24,2026-03-24,2,74.17
504168,123,250,2010-04-23,2025-10-05,1,92.6
504169,124,160,2008-09-22,2025-10-17,2,86.6
504170,117,500,2011-06-14,2026-01-19,6,18.86
504171,120,25,2011-10-09,2025-08-17,3,63.98
504172,108,160,2025-04-15,2026-05-11,5,69.61
504173,113,100,2011-04-02,2025-03-02,1,91.99
504174,113,1000,2009-12-16,2025-01-12,2,70.95
504175,110,100,2009-12-26,2026-01-29,4,50.01
504176,120,1000,2015-07-30,2024-10-27,0,100.0
504177,117,160,2013-05-02,2025-09-02,5,59.98
504178,102,500,2014-07-16,2025-01-23,4,66.66
504179,120,250,2016-03-14,2025-11-29,0,100.0
504180,111,25,2023-03-14,2025-11-17,1,85.74
504181,117,250,2020-03-28,2024-10-10,3,68.53
504182,103,25,2021-12-20,2025-01-28,4,47.47
504183,115,100,2016-11-04,2025-05-26,1,85.23
504184,115,500,2018-09-26,2026-01-31,2,79.68
504185,113,63,2023-08-22,2024-10-01,5,30.44
504186,107,25,2007-12-21,2024-09-29,3,65.44
504187,124,250,2010-09-26,2025-03-18,2,73.35
504188,125,500,2023-05-02,2025-12-31,2,75.93
504189,125,160,2009-06-22,2024-12-26,0,100.0
504190,123,1000,2019-07-17,2025-08-07,2,79.88
504191,104,1000,2008-01-16,2024-11-20,1,85.01
504192,125,160,2010-05-25,2026-05-28,1,94.19
504193,120,63,2017-07-08,2024-12-03,3,68.06
504194,106,160,2021-07-05,2026-06-04,2,83.25
504195,113,250,2016-01-16,2025-05-13,3,66.14
504196,123,100,2017-01-19,2025-11-07,2,70.41
504197,102,1000,2009-11-25,2024-12-02,4,66.33
504198,122,500,2016-06-16,2026-03-03,2,88.72
504199,113,250,2024-03-13,2025-03-08,2,83.49
504200,115,25,2015-10-06,2026-04-10,4,73.79
504201,113,100,2019-09-18,2025-09-23,2,83.33
504202,103,63,2008-09-14,2025-05-21,0,100.0
504203,121,250,2011-05-28,2025-07-22,2,88.12
504204,123,100,2015-02-28,2025-08-01,0,100.0
504205,106,250,2020-02-25,2025-03-02,2,88.99
504206,120,250,2016-10-03,2024-08-02,1,90.6
504207,101,250,2010-10-25,2025-05-28,3,55.39
504208,103,1000,2011-04-04,2025-09-10,3,72.12
504209,117,160,2017-09-05,2025-10-17,3,63.87
504210,110,500,2009-09-20,2026-02-08,2,88.28
504211,116,1000,2014-07-29,2026-03-03,2,83.02
504212,113,1000,2024-06-22,2025-11-30,3,73.77
504213,114,160,2012-09-05,2024-10-01,2,85.93
504214,115,63,2007-07-19,2026-02-10,4,48.75
504215,122,250,2009-10-24,2025-10-21,1,90.79
504216,115,160,2014-04-15,2025-09-18,3,67.58
504217,119,500,2021-09-04,2025-02-24,1,85.06
504218,117,25,2025-02-17,2026-02-24,2,86.21
504219,106,500,2009-02-23,2025-07-07,3,57.65
504220,125,1000,2007-07-31,2025-11-10,2,81.54
504221,119,500,2020-06-26,2026-01-03,4,60.86
504222,119,500,2011-08-26,2026-05-27,5,72.55
504223,108,25,2009-02-12,2026-05-12,4,68.85
504224,110,1000,2013-11-08,2025-11-07,2,71.59
504225,101,250,2022-04-01,2024-12-30,5,70.1
504226,114,25,2016-10-10,2025-12-17,0,100.0
504227,109,100,2015-12-13,2025-02-14,6,16.46
504228,125,100,2021-08-20,2024-12-21,2,72.48
504229,112,63,2023-12-13,2024-06-16,1,87.26
504230,124,500,2010-09-27,2024-09-15,1,90.46
504231,105,100,2009-08-21,2025-03-22,0,100.0
504232,122,25,2021-07-22,2024-12-19,2,80.44
504233,109,500,2019-11-26,2025-08-03,1,87.37
504234,123,63,2022-05-11,2025-03-11,5,36.88
504235,114,63,2021-05-30,2026-03-20,1,92.64
504236,108,25,2022-06-30,2025-10-10,2,89.92
504237,110,25,2023-04-22,2024-09-04,2,79.22
504238,111,1000,2012-02-06,2026-03-24,0,100.0
504239,124,1000,2020-02-13,2026-03-26,4,77.35
504240,105,63,2017-08-29,2025-09-03,1,89.48
504241,119,160,2014-05-04,2025-03-04,0,100.0
504242,122,160,2009-06-18,2025-02-10,1,87.6
504243,110,100,2007-11-15,2024-12-24,1,90.14
504244,112,100,2022-05-25,2026-01-26,0,100.0
504245,112,500,2023-11-20,2025-11-30,1,85.56
504246,101,1000,2009-12-23,2024-12-29,2,82.65
504247,122,250,2019-07-10,2025-04-09,0,100.0
504248,109,25,2024-03-22,2024-06-20,4,61.23
504249,115,160,2007-06-10,2024-09-16,3,78.06
504250,120,250,2009-10-31,2024-12-11,1,87.32
504251,115,500,2024-06-18,2026-01-28,2,82.99
504252,101,250,2008-11-14,2024-08-10,2,88.63
504253,120,160,2016-04-07,2026-05-09,0,100.0
504254,101,160,2020-11-07,2025-09-23,2,74.28
504255,104,250,2009-08-23,2025-12-05,0,100.0
504256,113,63,2018-10-26,2025-09-14,1,85.01
504257,114,100,2021-02-22,2025-06-23,2,71.59
504258,125,63,2008-09-03,2025-04-25,1,91.55
504259,107,1000,2019-11-21,2025-12-26,2,82.25
504260,121,1000,2009-11-08,2025-10-31,2,72.66
504261,114,1000,2013-06-07,2024-09-10,3,62.87
504262,118,1000,2014-06-14,2026-06-04,0,100.0
504263,124,63,2019-09-15,2024-12-23,1,88.31
504264,104,1000,2019-11-03,2024-07-11,3,76.25
504265,115,250,2008-06-04,2025-04-08,2,81.42
504266,109,25,2024-10-16,2025-08-07,1,87.53
504267,103,25,2019-10-15,2025-01-05,0,100.0
504268,110,1000,2016-03-03,2024-12-24,2,72.58
504269,112,250,2017-05-03,2024-09-18,0,100.0
504270,104,100,2018-06-03,2025-08-06,0,100.0
504271,111,100,2022-03-27,2026-05-29,3,59.67
504272,112,100,2021-08-04,2025-05-19,2,88.99
504273,104,1000,2017-02-13,2024-10-19,3,61.88
504274,104,100,2019-07-19,2025-03-09,2,86.25
504275,107,100,2012-04-09,2025-01-13,2,80.83
504276,108,25,2014-11-05,2024-12-13,3,76.73
504277,105,25,2007-10-08,2026-04-16,2,77.28
504278,102,250,2009-04-29,2025-04-13,2,73.35
504279,121,500,2009-03-20,2025-04-08,2,72.87
504280,112,25,2024-11-18,2026-02-21,0,100.0
504281,119,100,2016-11-10,2026-01-18,1,93.53
504282,118,25,2024-09-23,2025-02-26,5,51.89
504283,113,160,2025-05-18,2026-01-17,1,93.76
504284,105,1000,2008-10-21,2026-02-02,4,58.18
504285,123,100,2020-03-08,2024-09-03,5,74.64
504286,123,63,2016-02-01,2026-02-07,3,76.8
504287,117,25,2015-05-20,2024-10-07,1,94.38
504288,103,1000,2010-03-27,2024-07-17,5,53.13
504289,116,63,2022-03-20,2025-06-21,1,93.28
504290,111,500,2014-06-22,2025-05-04,4,69.95
504291,124,160,2019-07-18,2024-08-22,1,90.15
504292,123,1000,2011-02-12,2025-04-17,1,89.93
504293,123,63,2011-05-19,2024-06-24,0,100.0
504294,105,160,2007-03-11,2025-06-04,3,55.65
504295,116,1000,2013-11-07,2025-01-24,2,78.79
504296,124,1000,2012-08-12,2025-10-18,3,77.76
504297,116,250,2008-07-20,2024-09-12,0,100.0
504298,107,500,2022-08-31,2024-12-10,1,89.0
504299,125,500,2015-02-22,2026-01-08,4,61.83
504300,102,100,2020-12-29,2024-06-15,1,87.69
504301,119,250,2016-06-06,2025-03-19,1,88.87
504302,101,100,2023-02-26,2025-02-21,1,90.92
504303,122,25,2015-10-16,2024-07-28,3,67.55
504304,121,25,2015-07-02,2025-01-18,3,56.01
504305,105,1000,2023-03-28,2025-11-21,2,87.84
504306,115,250,2008-11-01,2024-11-14,2,88.19
504307,115,250,2018-09-14,2025-12-26,1,85.51
504308,114,63,2007-06-01,2025-03-31,0,100.0
504309,111,100,2024-04-23,2026-01-24,1,94.55
504310,125,100,2023-08-03,2025-03-31,1,90.35
504311,112,1000,2023-12-21,2026-06-10,3,67.94
504312,118,250,2015-02-03,2026-02-06,2,70.63
504313,106,160,2015-10-28,2025-10-19,2,73.73
504314,121,160,2020-02-08,2025-04-25,0,100.0
504315,103,1000,2011-06-12,2026-02-13,0,100.0
504316,117,250,2024-12-12,2024-10-06,2,79.58
504317,109,25,2020-08-24,2026-03-21,1,93.53
504318,118,160,2018-10-11,2024-09-02,5,55.75
504319,118,160,2018-07-15,2025-06-15,2,79.33
504320,104,160,2015-07-02,2025-07-26,2,74.76
504321,125,1000,2013-06-19,2025-01-27,2,85.93
504322,105,1000,2013-04-08,2025-08-23,3,63.18
504323,123,25,2008-09-30,2025-09-28,4,52.87
504324,125,63,2017-05-15,2026-01-07,0,100.0
504325,106,160,2009-10-16,2025-11-06,1,91.89
504326,105,250,2010-03-21,2024-08-27,2,77.58
504327,103,1000,2017-02-12,2026-06-03,3,76.03
504328,111,25,2010-09-11,2025-03-30,2,76.97
504329,119,1000,2024-01-10,2024-06-25,1,90.41
504330,106,160,2008-09-02,2025-04-06,0,100.0
504331,111,100,2020-09-03,2025-04-05,1,88.88
504332,110,250,2016-03-25,2024-06-26,5,69.09
504333,106,63,2024-01-27,2026-04-12,1,87.75
504334,115,160,2015-08-28,2025-10-27,0,100.0
504335,101,100,2020-01-07,2026-05-12,3,60.29
504336,117,1000,2023-10-30,2026-03-03,2,75.93
504337,103,160,2013-12-15,2026-03-06,3,67.48
504338,103,63,2019-05-11,2026-03-08,4,63.04
504339,123,250,2023-03-16,2025-12-17,0,100.0
504340,112,250,2017-02-22,2025-07-10,2,80.41
504341,102,160,2016-02-27,2024-12-06,1,88.44
504342,109,100,2018-09-26,2025-11-14,3,61.93
504343,120,250,2016-09-02,2026-05-31,1,88.89
504344,107,250,2022-02-03,2025-11-02,2,89.56
504345,111,250,2019-03-29,2024-11-19,2,79.1
504346,102,25,2019-12-01,2025-04-27,1,92.02
504347,118,100,2008-01-13,2025-09-02,1,88.8
504348,108,250,2008-06-25,2025-11-12,2,78.0
504349,117,250,2007-12-10,2025-04-21,5,44.95
504350,106,250,2009-05-12,2025-04-08,2,86.04
504351,118,500,2017-04-03,2026-01-06,0,100.0
504352,124,63,2007-10-17,2026-01-04,1,85.19
504353,115,500,2018-05-18,2025-07-06,2,75.72
504354,125,100,2025-04-07,2025-11-25,0,100.0
504355,117,25,2024-01-30,2026-01-20,0,100.0
504356,116,25,2016-11-23,2025-02-25,2,71.13
504357,110,160,2020-02-05,2025-02-06,1,93.36
504358,107,25,2014-04-06,2025-12-22,3,75.97
504359,106,160,2008-12-23,2025-12-20,2,71.23
504360,111,500,2023-10-09,2024-10-08,1,93.77
504361,119,25,2018-04-12,2024-11-11,3,81.3
504362,119,500,2015-07-20,2024-12-26,1,85.91
504363,105,250,2011-04-20,2026-02-06,1,87.64
504364,122,1000,2007-03-08,2026-04-27,4,60.42
504365,102,500,2006-08-25,2024-06-15,1,87.9
504366,122,250,2012-01-02,2025-02-07,2,82.05
504367,117,100,2019-04-30,2025-07-17,1,87.26
504368,122,1000,2016-09-22,2024-07-09,5,74.1
504369,107,63,2016-02-01,2024-12-21,0,100.0
504370,106,250,2013-03-16,2026-02-04,2,80.35
504371,103,1000,2020-05-14,2026-04-23,0,100.0
504372,102,100,2013-12-14,2024-08-21,2,81.42
504373,108,1000,2025-02-10,2025-02-17,4,76.33
504374,120,500,2007-05-17,2025-06-02,4,48.99
504375,117,500,2011-02-04,2025-04-19,2,86.83
504376,121,500,2009-12-08,2025-08-22,2,77.5
504377,102,160,2018-08-17,2025-09-06,3,67.77
504378,118,250,2019-10-15,2024-12-20,0,100.0
504379,124,63,2021-07-13,2025-04-18,1,90.37
504380,116,160,2011-09-10,2025-01-26,5,54.38
504381,105,1000,2015-06-28,2025-09-04,2,70.71
504382,124,100,2018-02-15,2025-08-13,1,87.79
504383,106,100,2009-11-18,2024-06-23,2,70.24
504384,106,500,2011-10-04,2025-09-02,2,87.78
504385,109,250,2024-12-06,2026-01-04,3,55.45
504386,105,63,2011-06-13,2024-07-16,2,85.41
504387,106,25,2007-10-23,2026-01-05,3,75.22
504388,107,250,2016-01-15,2024-09-10,3,57.14
504389,106,250,2022-05-17,2025-03-04,2,81.92
504390,103,25,2012-12-16,2025-09-02,2,88.04
504391,103,160,2006-09-24,2025-01-30,1,88.02
504392,109,100,2012-02-01,2024-10-18,0,100.0
504393,116,25,2020-08-30,2024-10-28,4,77.42
504394,119,160,2023-06-30,2024-11-13,2,88.53
504395,115,160,2019-04-15,2025-08-15,2,71.99
504396,113,100,2012-08-25,2025-02-02,2,71.51
504397,115,1000,2019-07-20,2025-11-15,0,100.0
504398,108,25,2017-06-04,2024-09-20,1,91.71
504399,117,25,2020-04-12,2024-06-29,5,53.53
504400,103,500,2020-08-09,2024-08-04,2,73.45
504401,102,63,2023-12-21,2025-07-07,2,75.94
504402,124,1000,2023-02-01,2024-12-21,2,87.38
504403,116,63,2021-11-29,2025-06-17,1,88.07
504404,113,160,2009-12-10,2026-06-09,0,100.0
504405,117,63,2011-08-07,2026-02-20,1,88.73
504406,103,25,2019-10-02,2024-07-22,5,71.93
504407,104,63,2022-09-26,2025-05-20,1,85.49
504408,124,160,2022-02-05,2025-09-10,2,71.1
504409,115,1000,2015-05-23,2025-09-16,2,74.29
504410,113,250,2022-10-29,2025-11-05,2,88.35
504411,114,250,2010-11-25,2025-07-21,2,71.29
504412,117,160,2023-02-25,2025-07-27,3,80.7
504413,125,250,2025-05-30,2024-06-11,2,74.64
504414,112,100,2015-01-28,2025-07-21,2,70.7
504415,113,160,2019-09-22,2025-07-09,2,83.32
504416,114,100,2009-08-04,2025-08-29,3,78.67
504417,115,500,2007-06-14,2025-06-23,1,94.16
504418,116,160,2007-11-05,2026-02-23,3,72.23
504419,119,250,2024-01-25,2024-08-10,1,94.16
504420,125,500,2013-02-12,2026-04-28,3,75.55
504421,112,160,2017-06-15,2024-07-12,0,100.0
504422,115,250,2019-08-03,2025-06-03,1,85.79
504423,101,25,2009-03-26,2025-02-02,5,54.88
504424,120,25,2007-06-21,2025-04-01,1,91.87
504425,106,250,2025-02-19,2024-10-11,3,80.43
504426,107,1000,2017-11-27,2025-06-11,3,70.68
504427,101,500,2014-06-07,2025-06-25,3,83.53
504428,124,160,2009-09-30,2026-01-13,2,87.46
504429,117,25,2020-08-11,2026-03-26,1,90.65
504430,123,250,2022-01-09,2026-06-07,0,100.0
504431,116,1000,2007-10-03,2026-05-06,3,68.35
504432,117,1000,2021-08-01,2026-01-05,1,92.93
504433,102,160,2011-10-07,2026-01-19,1,91.12
504434,107,160,2017-04-25,2025-02-06,3,74.72
504435,120,100,2025-02-10,2025-11-02,2,75.85
504436,103,160,2016-12-03,2025-07-06,0,100.0
504437,107,100,2018-03-24,2025-08-20,2,79.28
504438,115,250,2014-08-04,2025-04-04,1,91.41
504439,112,250,2011-07-09,2025-05-12,1,90.22
504440,109,500,2024-09-03,2024-07-27,1,88.67
504441,115,500,2024-07-10,2026-02-16,0,100.0
504442,112,160,2013-01-05,2025-09-15,1,88.69
504443,103,160,2024-05-19,2025-06-03,2,81.4
504444,104,100,2011-12-04,2026-05-01,0,100.0
504445,112,500,2008-12-07,2025-02-21,3,68.17
504446,107,160,2014-02-08,2025-09-14,2,76.83
504447,124,100,2016-10-22,2025-01-27,3,69.0
504448,112,160,2017-03-31,2025-09-30,3,75.79
504449,102,500,2015-04-04,2026-02-03,4,47.07
504450,108,25,2019-09-06,2024-06-24,2,79.16
504451,113,250,2021-10-20,2024-09-29,2,78.29
504452,105,500,2013-06-28,2025-05-21,3,56.22
504453,114,250,2024-09-07,2026-04-24,2,77.16
504454,116,100,2019-06-25,2026-05-10,1,92.55
504455,103,500,2018-11-25,2025-12-12,1,87.33
504456,102,100,2015-09-04,2026-03-22,1,89.05
504457,114,160,2023-12-25,2025-10-17,0,100.0
504458,103,160,2008-03-09,2026-02-15,2,70.98
504459,116,63,2024-03-27,2024-08-11,1,91.0
504460,124,100,2024-01-16,2025-12-12,1,91.09
504461,106,100,2008-05-23,2025-10-24,2,73.85
504462,124,250,2011-02-19,2024-08-02,3,63.49
504463,106,100,2024-05-29,2026-02-18,2,73.05
504464,116,25,2010-02-25,2025-12-18,3,63.16
504465,113,500,2016-10-29,2026-03-27,0,100.0
504466,103,500,2017-11-17,2024-07-27,2,83.92
504467,103,100,2025-03-18,2024-07-10,0,100.0
504468,113,250,2020-10-10,2025-10-16,1,90.03
504469,110,25,2019-07-14,2026-02-25,1,92.97
504470,112,100,2022-05-28,2026-03-03,0,100.0
504471,108,250,2018-04-10,2025-10-12,2,86.52
504472,106,25,2022-10-31,2025-02-14,1,93.49
504473,115,25,2023-02-04,2026-04-17,0,100.0
504474,102,25,2015-01-15,2025-12-04,0,100.0
504475,119,100,2015-08-26,2025-11-24,3,65.38
504476,122,1000,2010-07-10,2024-11-09,3,77.62
504477,121,250,2010-04-09,2026-01-29,0,100.0
504478,121,1000,2012-06-20,2026-02-24,1,88.24
504479,109,25,2024-12-12,2025-07-24,3,81.83
504480,105,500,2009-07-24,2026-03-08,1,89.55
504481,113,25,2024-06-18,2025-12-14,2,81.13
504482,110,250,2021-12-18,2025-04-08,1,85.49
504483,118,250,2012-12-09,2024-07-24,0,100.0
504484,125,63,2020-09-25,2026-02-24,0,100.0
504485,105,100,2012-06-16,2025-05-25,5,32.36
504486,125,100,2012-04-05,2025-12-21,4,46.96
504487,102,500,2019-02-16,2025-04-25,2,75.18
504488,101,500,2011-01-11,2024-06-20,1,92.43
504489,121,500,2024-11-02,2024-07-04,2,72.05
504490,106,100,2015-10-24,2024-11-19,5,63.25
